document_id,snippet_id,snippet,group_folder,code_lev0,code_lev1,code_lev2
Using Unmanned Aerial Vehicles to assess the rehabilitation performance of open cut coal mines,Reference 1,"Figure 2. (a) The eastern side of Ivanhoe North rehabilitation; (b) dense tree cover in the south-west Meandu rehabilitation area; and (c) three photos from Curragh mine, showing change in the vegetative cover of a 20 year old rehabilitation site exposed to a controlled burn on 28 May 2015, prior to the June 2015 image collection (McKenna and Glenn 2016).",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Adaptive Cluster Sampling in the Context of Restoration,Reference 1,"This study evaluates ACS for recently planted Lupinus perennis L. (wild blue lupine, hereafter just “lupine”) populations in an endangered forest/shrubland ecosystem.",d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Assessing plant community composition fails to capture impacts of white-tailed deer on native and invasive plant species,Reference 1,"The understory community responded to the deer cull by increased cover, species richness and height, and community composition changed but was dominated by early successional native forbs",d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Comparing survey methods for monitoring vegetation change through time in a restored peatland,Reference 1,Most life form groups of the restored peatlands are developing a structure similar to the regional reference ecosystem 8 years post-restoration with the herb group being still most dissimilar.,d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Comparison of visual estimation and line-point intercept vegetation survey methods on annual grass-invaded rangelands of Wyoming,Reference 1,"All sites except the Sheridan site had burned previously, but no burns had occurred within 10 yr before the current research being conducted",d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Determining vegetation metric robustness to environmental and methodological variables,Reference 1,We collected herbaceous-layer vegetation data in wetlands and grasslands in four regions of the USA,d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Evaluating restoration outcomes~ trial of a community-based monitoring protocol,Reference 1,"Participants initially used the protocol (Jellinek et al. 2020a) during or up to one month after planting (June to September 2019), to collect information about planting sites, landuse history, site preparation and plantings and then again after the ﬁrst summer (March to April 2020) to assess survival of plants.",d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Evaluation of a Regional Monitoring Program's Statistical Power to Detect Temporal Trends in Forest Health Indicators,Reference 1,Tree regeneration and shrub measurements were collected on four 2-m radius circular microplots embedded within each plot.,d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Floristic quality assessment for marshes in Alberta's northern prairie and boreal regions,Reference 1,Table 1. CC values representing the median coefﬁcient ofconservatism value assigned to a species in the Aspen Parkland and Boreal Plains regions by nine expert botanists. Only species found during sampling are listed. ∗Denotes exotic species; n/d = no data.,d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Monitoring ecological recovery of reclaimed wellsites~ Protocols for quantifying recovery on forested lands,Reference 1,noutheastern Alberta,d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Monitoring Geomorphic and Traditional Post-Mine Reclamation using Digital Imagery~ Vegetative Heterogeneity and Sampling Efficiency,Reference 1,"Recontouring and seeding were completed in 2007 and 2009 at Gas Hills and Lionkol, respectively.",d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Monitoring Young Tropical Forest Restoration Sites~ How Much to Measure~,Reference 1,in restoration sites aged 1 to 5 years old.,d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
"Native biodiversity increases with rising plant invasions in temperate, freshwater wetlands",Reference 1,We calculate several commonly used plant community structure and wetland condition indices by site and sampling period across a 20-year timeframe.,d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Non-native plant removal and high rainfall years promote post-fire recovery of Artemisia californica in southern California sage scrub,Reference 1,"We carried out post-fire demographic monitoring of the common native shrub Artemisia californica in a southern California sage scrub fragment for 7 years, including several with very low rainfall. Experimental removals of non-native plants were included for the first 4 years",d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Sampling forest tree regeneration with a transect approach,Reference 1,uneven-aged,d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Spatially balanced sampling and ground-level imagery for vegetation monitoring on reclaimed well pads,Reference 1,"More studies should be conducted to determine the adequate or optimal sample size, which may change over the lifecycle of a reclaimed well pad (e.g. a 1-year-old site may be more homogeneous than a 5-year-old site and may need less intensive sampling).",d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
The absence of keystone indigenous trees inhibits bird recovery up to a decade after invasive tree removal from riparian habitats,Reference 1,herbaceous-shrubby vegetation interspaced by scrub forest patches,d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
The hierarchy of predictability in ecological restoration~ are vegetation structure and functional diversity more predictable than community composition~,Reference 1,Restoration treatments included combinations of light or heavy tree thinning and no ﬁre or repeated prescribed ﬁre every 4 years to release the herbaceous understorey from overstorey competition.,d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Threshold dynamics in plant succession after tree planting in agricultural riparian zones,Reference 1,"herbaceous species composition was stable during the ﬁrst 12–13 years after tree planting, but then abruptly shifted. This two-step pattern in species turnover followed the increase in canopy cover after tree planting. Once canopy cover passed a threshold of ca 40%, plant succession started and led to the re-establishment of forest communities 17 years after planting.",d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
Use of vegetation sampling and analysis to detect a problem within a portion of a prairie restoration project,Reference 1,Five years,d studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Intermediate (shrubs, perennials) stage"
3D-CNN based UAV hyperspectral imagery for grassland degradation indicator ground object classification research,Reference 1,tween the fruiting and yellowing phases of the most vigorous plant growth stage.,Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Pioneer (moss, annuals) stage"
Augmenting size models for Pinus strobiformis seedlings using dimensional estimates from unmanned aircraft systems,Reference 1,"mate seedling size. Once the seedlings are not spatially distinguishable from one another from above, estimating seedling size using UAS becomes nonviable",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Pioneer (moss, annuals) stage"
Automatic Identification of Shrub-Encroached Grassland in the Mongolian Plateau Based on UAS Remote Sensing,Reference 1,"Figure 1. Experimental areas: (a) locations of the Grass for Green Test Area (GGA), the Typical Steppe Test Area (TSA) and the Desert Steppe Test Area (DSA); (b,c) unmanned aircraft system (UAS) image and photo of the GGA; (d,e) UAS image and photo of the TSA; (f,g) UAS image and photo of the DSA.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Pioneer (moss, annuals) stage"
Comparison of RGB and Multispectral Unmanned Aerial Vehicle for Monitoring Vegetation Coverage Changes on a Landslide Area,Reference 1,"This suggests that the increase in vegetation recovery on the landslides area might improve stability, especially on the bare soil area, in order to support seed germination and the growth of saplings, though this process would take a long time [53,55].",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Pioneer (moss, annuals) stage"
Development of an Automated Monitoring Platform for Invasive Plants in a Rare Great Lakes Ecosystem Using Uncrewed Aerial Systems and Convolutional Neural Networks,Reference 1,"Ground surveys were conducted by ecologists within the defined monitoring area for the target invasive plant species. Locations of target invasive plant species and additional plant species of interest (i.e., additional invasive species, rare species, indicator species, and confusors) were marked with high-precision handheld GPS. Garmin Monterra units were used throughout the course of this project. In addition, we used color-coded flagging to mark a sampling of invasive plant species within each site (Figure 2). Both the GPS waypoints and color-coded flagging were used to facilitate later identification of invasive species on high-resolution imagery. In addition, the ground campaign provided critical information about where to focus UAS monitoring efforts within the sites.",Drone studies,GENERAL,SUCC (Successional stages of ecosites),"SUCC - Pioneer (moss, annuals) stage"
